A	Coef.CellType	Coef.CancerType.Epithelial	Coef.CancerType.Lyphocytes	t.CellType	t.CancerType.Epithelial	t.CancerType.Lyphocytes	p.value.CellType	p.value.CancerType.Epithelial	p.value.CancerType.Lyphocytes	F	F.p.value
10.07	-0.68	-0.409	0.152	-2.09	-0.86	0.34	0.06017	0.40635	0.73843	1.71	0.22113
5.77	-0.129	-0.194	0.122	-1.01	-1.04	0.7	0.33191	0.32059	0.49907	0.82	0.50712
7.46	-0.159	-0.344	0.105	-1.2	-1.77	0.58	0.25513	0.10403	0.57405	1.6	0.24568
7.6	-0.204	-0.082	0.216	-1.54	-0.42	1.2	0.15203	0.68	0.25687	1.22	0.34934
9.17	-0.144	-0.095	0.064	-1.38	-0.62	0.45	0.1962	0.54832	0.6645	0.79	0.52379
5.63	0.021	-0.17	0.092	0.28	-1.54	0.9	0.78557	0.15061	0.38951	1.11	0.38723
6.53	-0.253	-0.22	0.122	-1.77	-1.05	0.62	0.10435	0.31462	0.54575	1.48	0.27306
8.85	-0.24	-0.071	0.247	-3.05	-0.62	2.31	0.0109	0.54549	0.04124	4.59	0.02528
6.99	0.069	-0.185	0.017	0.44	-0.82	0.08	0.66491	0.42951	0.93826	0.3	0.82818
12.94	-0.053	-0.213	0.003	-0.45	-1.26	0.02	0.65926	0.23476	0.98527	0.59	0.63127
7.46	-0.173	-0.158	0.168	-1.52	-0.95	1.09	0.15585	0.3607	0.30081	1.37	0.30227
6.53	0.045	-0.507	0.19	0.2	-1.54	0.62	0.8437	0.15092	0.54875	0.94	0.45234
6.84	-0.12	-0.02	0.091	-1.09	-0.12	0.6	0.30054	0.90464	0.55896	0.48	0.70204
8.65	-0.033	-0.215	0.034	-0.33	-1.46	0.24	0.74986	0.17161	0.81095	0.76	0.53799
9.86	-0.293	-0.005	0.216	-3.99	-0.05	2.16	0.00208	0.9606	0.0537	6.36	0.00912
8.28	-0.238	-0.209	0.202	-2.19	-1.31	1.36	0.05087	0.21603	0.20172	2.61	0.10353
10.23	-0.382	0.005	0.317	-2.85	0.03	1.73	0.01576	0.97906	0.11149	3.41	0.05634
6.12	-0.286	-0.062	0.053	-3.03	-0.45	0.41	0.01139	0.66295	0.68859	3.12	0.06947
7.78	-0.153	-0.255	0.237	-1.42	-1.62	1.61	0.18315	0.1334	0.13539	2.27	0.13618
6.05	-0.164	-0.029	0.083	-2.07	-0.25	0.76	0.06264	0.80789	0.4613	1.55	0.25554
5.87	-0.023	-0.241	0.019	-0.24	-1.74	0.14	0.81327	0.10867	0.88738	1.04	0.41321
9.68	1.009	0.929	0.185	2.16	1.36	0.29	0.05346	0.20052	0.7777	2.26	0.13823
10.42	0.666	1.071	0.314	1.17	1.29	0.4	0.26658	0.22368	0.6942	1.1	0.38981
7.4	-0.167	-0.178	0.137	-1.65	-1.21	1	0.126	0.25171	0.33938	1.64	0.23726
8.26	-0.325	-0.057	0.089	-3.04	-0.36	0.61	0.01115	0.72257	0.55408	3.16	0.0679
5.45	0.041	-0.121	0.041	0.59	-1.19	0.43	0.56664	0.25768	0.67445	0.67	0.58711
8.72	-0.352	-0.189	-0.101	-1.6	-0.59	-0.34	0.13803	0.56864	0.7429	1.05	0.40953
7.97	0.211	-0.307	-0.078	1.85	-1.84	-0.5	0.09115	0.09216	0.626	2.31	0.13257
6.3	0.053	-0.02	0.029	0.6	-0.16	0.24	0.55918	0.87536	0.81465	0.16	0.92137
9.95	-0.275	-0.042	0.102	-2.55	-0.27	0.69	0.02697	0.79564	0.50222	2.25	0.1388
10.12	0.03	-0.173	0.078	0.31	-1.24	0.6	0.76154	0.24045	0.56021	0.68	0.58285
8.59	0.281	-0.108	0.167	2.51	-0.66	1.09	0.02854	0.52156	0.2967	2.86	0.08509
6.99	-0.053	0	0.142	-0.66	0	1.29	0.52029	0.99721	0.22274	0.65	0.59717
7.38	-0.03	-0.169	0.045	-0.32	-1.25	0.36	0.75206	0.23604	0.72556	0.59	0.63151
13.36	1.976	0.442	0.519	4.27	0.65	0.82	0.0013	0.52696	0.4292	6.72	0.00754
7.05	0.007	0.018	0.077	0.07	0.12	0.56	0.94287	0.9043	0.58941	0.11	0.95041
8.27	-0.351	-0.051	0.324	-2.62	-0.26	1.77	0.02377	0.79902	0.10391	3.08	0.07191
6.37	-0.076	-0.089	-0.022	-0.82	-0.65	-0.18	0.42923	0.52647	0.86259	0.39	0.76313
6.72	-0.177	-0.288	0.2	-1.19	-1.33	0.99	0.25765	0.20894	0.34326	1.32	0.31557
7.44	-0.236	-0.315	0.257	-2.85	-2.6	2.27	0.01568	0.02456	0.04409	6.29	0.00944
5.9	-0.225	-0.347	0.065	-1.63	-1.72	0.35	0.13078	0.11245	0.73522	1.89	0.18929
10.43	-0.194	-0.204	0.08	-1.77	-1.27	0.53	0.1044	0.22861	0.60361	1.63	0.23892
6.05	-0.152	-0.189	0.063	-1.88	-1.6	0.57	0.08651	0.13786	0.57961	2.08	0.16035
6.81	-0.117	-0.004	0.223	-1	-0.03	1.39	0.34073	0.98009	0.19187	0.89	0.47504
6.43	-0.266	-0.249	0.272	-1.63	-1.05	1.22	0.13007	0.31619	0.24698	1.64	0.23667
5.29	-0.225	0.007	-0.058	-2.49	0.05	-0.47	0.0299	0.96018	0.64827	2.24	0.14063
8.56	-0.468	0.083	0.151	-5.97	0.72	1.41	9e-05	0.48441	0.18713	12.3	0.00075
9.79	-0.031	-0.263	0.071	-0.33	-1.91	0.55	0.74879	0.08182	0.5922	1.35	0.30903
8.88	-0.248	-0.033	0.246	-2.09	-0.19	1.51	0.06077	0.85432	0.15808	2.04	0.16609
6.4	-0.022	-0.729	-0.082	-0.08	-1.95	-0.24	0.9343	0.07695	0.81813	1.29	0.32621
6.9	-0.278	-0.265	0.273	-1.39	-0.91	1	0.19139	0.38335	0.33855	1.17	0.36438
6.28	-0.424	-0.022	0.115	-4.43	-0.16	0.88	0.00099	0.87859	0.39722	6.61	0.00798
6.8	0.115	-0.303	-0.158	0.76	-1.38	-0.77	0.46067	0.19439	0.45689	0.99	0.43131
13.92	-0.556	0.388	0.283	-4.76	2.28	1.77	0.00058	0.04358	0.10381	9.85	0.00184
5.71	0.205	-0.45	0.16	0.96	-1.45	0.55	0.35626	0.17555	0.59401	1.15	0.37326
6.92	-0.134	-0.026	0.144	-1.47	-0.2	1.15	0.16804	0.84698	0.2724	1.08	0.39653
7.13	-0.136	-0.059	0.175	-1.68	-0.5	1.58	0.12032	0.62776	0.14164	1.7	0.22322
7.12	-0.094	-0.191	0.237	-0.91	-1.26	1.67	0.38303	0.2336	0.12296	1.64	0.23525
8.73	-0.078	-0.226	0.25	-0.52	-1.04	1.23	0.61089	0.31888	0.24286	0.92	0.46064
7.91	-0.044	-0.058	0.011	-0.3	-0.27	0.06	0.7668	0.78842	0.95692	0.06	0.98158
5.94	-0.143	-0.136	0.134	-1.17	-0.76	0.8	0.26798	0.4637	0.44083	0.8	0.51742
7.01	-0.273	0.111	0.043	-3.77	1.05	0.43	0.00305	0.31558	0.67467	5.1	0.01845
7.69	1.708	0.359	-0.822	2.04	0.29	-0.72	0.06567	0.77444	0.4868	1.51	0.2661
5.66	-0.293	-0.332	0.015	-1.53	-1.19	0.06	0.15438	0.26024	0.95598	1.25	0.33812
7.06	-0.25	0.345	0.095	-2.08	1.97	0.58	0.06132	0.07416	0.57511	2.79	0.09009
8.25	-0.29	-0.09	0.116	-3.8	-0.81	1.11	0.00289	0.43688	0.28903	5.22	0.01726
7.01	-0.325	-0.032	0.001	-2.88	-0.19	0	0.01488	0.84995	0.9967	2.8	0.08912
8.06	2.641	-1.092	0.239	2.06	-0.58	0.14	0.06399	0.572	0.89421	1.56	0.25379
8.73	-0.117	0.211	0.06	-1.66	2.06	0.63	0.12519	0.06388	0.5439	2.4	0.12272
5.51	-0.067	-0.116	-0.033	-0.61	-0.72	-0.22	0.5517	0.48349	0.8287	0.33	0.80567
6.45	0.498	0.573	-0.052	1.39	1.1	-0.11	0.19048	0.29506	0.91665	1.05	0.40843
12.4	0.614	0.861	-0.166	2.03	1.95	-0.4	0.06702	0.07686	0.69535	2.65	0.09991
9.78	0.036	-0.371	0.051	0.34	-2.36	0.35	0.74299	0.03741	0.7329	1.95	0.17986
8.35	-0.131	-0.379	0.14	-0.92	-1.81	0.71	0.37946	0.09771	0.49087	1.5	0.2684
9.65	-0.316	-0.278	0.13	-1.86	-1.12	0.56	0.08946	0.2861	0.58554	1.62	0.24034
8.21	-0.314	0.014	0.014	-2.94	0.09	0.09	0.01338	0.93067	0.92696	2.89	0.08299
6.33	0.007	-0.228	0.201	0.05	-1.06	1	0.96131	0.31092	0.33949	0.72	0.5631
5.94	-0.245	-0.036	0.123	-2.66	-0.27	0.97	0.02196	0.79459	0.35065	2.56	0.10808
9.4	-0.799	0.855	0.032	-3.64	2.66	0.11	0.00384	0.02183	0.91708	6.8	0.00725
5.14	-0.092	-0.068	0.074	-0.93	-0.47	0.55	0.37375	0.64907	0.59391	0.43	0.73562
8.26	-0.098	-0.43	0.189	-0.96	-2.89	1.36	0.35765	0.01465	0.20163	3.62	0.04836
8.73	-0.192	0.319	-0.146	-1.45	1.65	-0.81	0.1735	0.12641	0.43379	1.92	0.18406
12.03	-0.377	0.347	0.068	-4.35	2.74	0.57	0.00113	0.01915	0.5789	8.8	0.00284
5.71	-0.177	-0.164	0.231	-1.62	-1.03	1.55	0.13353	0.32602	0.14924	1.88	0.19136
5.31	-0.065	-0.31	-0.027	-0.76	-2.48	-0.23	0.46092	0.03012	0.82222	2.28	0.13516
8.54	0.056	-0.018	0.152	0.62	-0.14	1.24	0.55052	0.89317	0.24138	0.7	0.57158
6.86	-0.25	-0.06	0.073	-1.57	-0.26	0.33	0.14472	0.8024	0.7441	0.85	0.49328
9.46	0.505	-1.425	0.132	1.75	-3.38	0.34	0.10799	0.00608	0.74366	4.91	0.02077
6.47	0.813	-2.266	-0.021	1.02	-1.95	-0.02	0.32939	0.07719	0.98494	1.61	0.24205
6.71	-0.215	-0.115	0.118	-2.1	-0.77	0.84	0.05972	0.45944	0.41648	1.8	0.20508
9.42	-1.516	-0.08	-0.137	-5.96	-0.21	-0.39	9e-05	0.83373	0.70088	12.17	0.00078
9.4	-0.248	-0.673	0.127	-1.13	-2.11	0.42	0.28034	0.05852	0.6794	1.94	0.18052
7.17	-0.408	0.499	0	-2.11	1.77	0	0.05806	0.10454	0.99898	2.54	0.10919
9.63	-0.156	0.003	0.194	-1.46	0.02	1.33	0.17084	0.98384	0.20987	1.19	0.35801
11.42	-0.163	0.155	-0.127	-0.88	0.58	-0.5	0.39651	0.57674	0.6243	0.49	0.69847
10.24	-0.092	0.308	-0.075	-0.56	1.3	-0.34	0.58378	0.22063	0.74313	0.72	0.56093
14.73	0.026	0.018	0.002	0.45	0.21	0.03	0.6595	0.83679	0.97679	0.08	0.96684
7.36	-0.142	-0.213	0.28	-1.08	-1.11	1.56	0.30134	0.29059	0.1462	1.52	0.26436
6.51	0.06	-0.018	0.029	0.62	-0.13	0.22	0.54921	0.90078	0.82929	0.16	0.92156
10.63	-0.265	-1.404	0.954	-0.48	-1.75	1.27	0.63953	0.10839	0.23048	1.6	0.24593
14.09	-0.131	0.15	0.099	-1.07	0.84	0.59	0.30648	0.41835	0.56405	0.7	0.57163
10.77	0.256	0.627	-0.337	1.14	1.92	-1.1	0.27751	0.08117	0.29402	1.99	0.17334
14.57	-0.178	0.235	-0.01	-2.74	2.48	-0.11	0.0191	0.03041	0.91449	4.6	0.0252
6.36	-0.289	-0.272	0.012	-2.59	-1.68	0.08	0.02487	0.12173	0.93726	3.19	0.06641
7.5	-0.069	-0.392	0.069	-0.35	-1.34	0.25	0.73531	0.20725	0.80462	0.65	0.59675
10.1	-0.134	-0.245	0.118	-0.94	-1.18	0.6	0.36632	0.26226	0.55733	0.85	0.49524
9.2	-0.087	-0.086	0.153	-0.73	-0.5	0.95	0.47855	0.63	0.3645	0.52	0.67832
7.92	-0.118	0.212	0.098	-1.05	1.29	0.64	0.31714	0.2239	0.53774	1.01	0.42277
7.3	-0.726	0.558	0.365	-4.67	2.46	1.72	0.00067	0.03171	0.11349	9.81	0.00187
5.96	0.144	-0.166	0.041	1.17	-0.92	0.24	0.267	0.37816	0.8142	0.78	0.52996
9.23	-0.433	0.134	0.177	-3.74	0.79	1.12	0.00321	0.44371	0.28657	5.06	0.0189
7.9	-0.206	-0.398	0.057	-1.01	-1.33	0.21	0.33599	0.20925	0.8412	0.93	0.45698
10.17	-0.499	-0.708	-0.018	-1.74	-1.69	-0.05	0.10888	0.11804	0.96366	1.99	0.17412
9.08	0.615	-1.22	-0.41	1.92	-2.61	-0.94	0.0805	0.024	0.368	3.7	0.04592
9.7	0.223	-0.757	-0.334	0.75	-1.74	-0.82	0.47007	0.1101	0.42999	1.38	0.30001
9.43	0.585	-1.002	-0.401	2.67	-3.13	-1.34	0.02151	0.00942	0.20713	6.04	0.01078
9.64	0.168	-0.488	0.054	0.69	-1.37	0.16	0.5043	0.19852	0.87316	0.8	0.51918
7.77	-0.015	-0.715	1.249	-0.08	-2.39	4.46	0.94151	0.0358	0.00094	8.58	0.00313
14.76	0.011	0.006	0.001	0.19	0.07	0.01	0.85471	0.94525	0.99451	0.01	0.99771
10.66	0.643	-1.244	-0.314	2.28	-3.02	-0.81	0.04317	0.01146	0.43232	4.9	0.02088
7.39	-0.225	-0.146	0.094	-1.79	-0.8	0.55	0.10098	0.44279	0.59423	1.32	0.3156
8.59	-0.171	-0.122	0.271	-1.5	-0.73	1.74	0.16188	0.479	0.10988	1.78	0.20852
7.85	0.025	-0.233	0.132	0.16	-1.04	0.63	0.87398	0.31926	0.5394	0.51	0.68158
7.5	-0.29	-0.255	0.11	-3.05	-1.83	0.85	0.01091	0.09348	0.41409	4.33	0.02999
9.21	-0.163	-0.137	-0.071	-1.67	-0.96	-0.53	0.12246	0.35642	0.60486	1.4	0.29333
8.52	-0.487	-0.116	-0.067	-5.38	-0.87	-0.54	0.00022	0.40021	0.59903	10.27	0.00156
7.72	-0.207	-0.216	-0.035	-1.59	-1.14	-0.2	0.13877	0.27923	0.84734	1.32	0.31655
11.52	0.5	0.157	-0.225	1.73	0.37	-0.57	0.11043	0.71602	0.5793	1.1	0.38842
7.82	-0.461	-0.124	0.314	-5.66	-1.04	2.82	0.00014	0.32072	0.0165	12.76	0.00064
14.57	-0.057	0.004	0.027	-0.88	0.04	0.3	0.3969	0.96678	0.76891	0.27	0.84227
5.03	0.035	-0.056	-0.033	0.44	-0.47	-0.3	0.67155	0.64401	0.77164	0.16	0.92085
5.65	-0.043	-0.364	0.183	-0.44	-2.54	1.36	0.67136	0.02746	0.20117	2.79	0.08972
6.61	0.086	-0.077	0.377	0.78	-0.48	2.51	0.4526	0.64308	0.02905	2.52	0.11135
5.74	0.495	-1.372	0.005	1.22	-2.31	0.01	0.24817	0.04096	0.99337	2.28	0.13538
7.43	-0.121	-0.46	0.118	-1	-2.59	0.71	0.33818	0.02476	0.49166	2.7	0.09606
9.3	-0.085	-0.365	0.111	-0.68	-2.01	0.65	0.50873	0.06957	0.52734	1.62	0.24163
14.74	-0.019	-0.044	-0.003	-0.33	-0.52	-0.04	0.74924	0.61101	0.97006	0.13	0.94104
14.09	-0.15	0.186	-0.011	-1.44	1.22	-0.08	0.17837	0.24844	0.93845	1.2	0.35503
7.75	0.16	-0.333	0.023	1.31	-1.86	0.14	0.21782	0.08997	0.89419	1.74	0.21562
7.05	0.132	-0.124	-0.008	1.27	-0.82	-0.06	0.22856	0.42959	0.95667	0.77	0.53587
6.77	-0.018	-0.148	0.025	-0.2	-1.14	0.2	0.84569	0.27684	0.84208	0.46	0.71533
6.99	-0.152	-0.26	-0.019	-1.3	-1.53	-0.12	0.21847	0.15435	0.90849	1.37	0.30358
8.76	-0.202	-0.094	0.028	-1.83	-0.58	0.18	0.09419	0.57291	0.85779	1.23	0.34514
6.41	-0.012	-0.442	0.27	-0.07	-1.69	1.1	0.9485	0.11886	0.29371	1.36	0.30602
6.98	-0.013	-0.183	-0.133	-0.08	-0.81	-0.63	0.93526	0.43542	0.54265	0.36	0.78535
8.95	-0.179	-0.224	0.081	-1.61	-1.37	0.53	0.13621	0.19638	0.6044	1.54	0.25925
8.02	-0.224	-0.12	0.107	-2.92	-1.07	1.02	0.01383	0.30586	0.32983	3.41	0.05649
7.85	-0.206	-0.163	0.04	-1.97	-1.07	0.28	0.07364	0.30645	0.78418	1.69	0.22672
13.87	-0.379	-0.444	-0.317	-0.83	-0.66	-0.51	0.42503	0.52059	0.62282	0.49	0.69549
6.1	0.046	-0.138	0.008	0.47	-0.96	0.06	0.65016	0.35563	0.9535	0.39	0.76542
9.87	-0.217	-0.323	0.057	-2.06	-2.1	0.4	0.06396	0.05934	0.69872	2.89	0.08286
7.14	-0.06	-0.183	0.243	-0.53	-1.1	1.56	0.60632	0.29513	0.14628	1.26	0.33396
6.39	-0.062	-0.304	0.089	-0.53	-1.77	0.55	0.6069	0.10411	0.58994	1.22	0.34699
7.81	-0.064	-0.185	0.075	-0.68	-1.35	0.59	0.50949	0.20309	0.56799	0.86	0.49189
6.47	-0.09	-0.292	0.127	-0.77	-1.71	0.79	0.45932	0.11513	0.44455	1.34	0.31008
8.19	-0.309	-0.144	0.168	-3.3	-1.06	1.31	0.00693	0.31269	0.21555	4.34	0.02968
7.79	-0.14	-0.21	0.006	-1	-1.02	0.03	0.33977	0.32744	0.97372	0.68	0.58068
7.39	-0.287	-0.216	0.277	-2.82	-1.45	1.99	0.01641	0.17371	0.07144	4.35	0.02946
8.19	-0.146	-0.115	0.077	-1.3	-0.7	0.5	0.22032	0.49744	0.62412	0.77	0.53212
14.55	-0.034	-0.197	0.012	-0.43	-1.71	0.12	0.67743	0.11467	0.91012	1.04	0.4129
9.31	-0.134	-0.271	0.029	-0.96	-1.33	0.15	0.35691	0.20931	0.88044	0.9	0.47116
6.04	-0.274	-0.068	0.228	-2.69	-0.46	1.63	0.02098	0.65555	0.13005	3.11	0.07023
6.25	-0.872	0.394	0.252	-4.8	1.49	1.01	0.00054	0.16491	0.33196	8.52	0.00321
8.18	0.073	-0.326	-0.053	0.65	-1.99	-0.35	0.52727	0.07128	0.73402	1.49	0.26966
13.97	-0.182	-0.013	-0.012	-2.17	-0.1	-0.11	0.05298	0.91964	0.91628	1.6	0.24485
7.41	-0.107	-0.207	0.296	-1.07	-1.42	2.17	0.30811	0.1837	0.05271	2.48	0.11462
8.3	0.288	-0.474	0.137	2.25	-2.53	0.79	0.04563	0.02771	0.4488	4.16	0.03339
7.21	-0.125	-0.434	0.105	-1.23	-2.92	0.75	0.24361	0.0139	0.46739	3.47	0.05373
6.02	-0.23	0.037	0.107	-2.92	0.32	1	0.01388	0.75428	0.34003	3.04	0.07401
6.05	-0.356	-0.035	0.078	-4.29	-0.29	0.68	0.00124	0.77654	0.50758	6.2	0.00992
8.81	-0.12	-0.073	0.115	-1.29	-0.54	0.9	0.22309	0.60226	0.38497	0.85	0.49251
6.06	-0.197	-0.259	0.03	-1.44	-1.3	0.16	0.17761	0.22134	0.87633	1.25	0.3382
5.99	-0.118	-0.018	-0.116	-1.01	-0.11	-0.73	0.33225	0.91739	0.48069	0.58	0.64168
6.48	-0.23	-0.05	0.137	-2.94	-0.44	1.28	0.01325	0.67104	0.2256	3.28	0.06176
14.54	-0.254	0.285	0.024	-3.78	2.91	0.26	0.00297	0.01393	0.80169	7.61	0.00486
13.12	-0.174	0.589	-0.111	-0.93	2.14	-0.43	0.37379	0.05514	0.67347	1.91	0.18621
7.5	-0.235	-0.151	0.217	-2.55	-1.12	1.73	0.02674	0.28608	0.11145	3.33	0.05987
7.65	-0.2	-0.145	0.013	-1.83	-0.91	0.09	0.09369	0.38201	0.93107	1.4	0.29445
8.84	-0.206	-0.257	0.074	-2.41	-2.06	0.63	0.03436	0.06358	0.53947	3.41	0.05649
6.11	0.465	-0.206	0.091	3.05	-0.93	0.44	0.01099	0.37441	0.67073	3.56	0.05051
7.37	0.347	-0.144	0.041	2.25	-0.64	0.19	0.04576	0.53487	0.85032	1.88	0.19091
10.15	-0.207	-0.008	0.014	-3.23	-0.08	0.16	0.00788	0.93529	0.87315	3.49	0.05303
6.11	-0.062	-0.338	0.002	-0.42	-1.55	0.01	0.68414	0.14947	0.99404	0.86	0.49111
8.49	-0.099	0.229	0.088	-1.11	1.76	0.72	0.28939	0.10581	0.48673	1.57	0.25145
9.83	-0.047	0.13	-0.07	-0.37	0.7	-0.4	0.71647	0.49923	0.69609	0.27	0.84348
10.3	-0.046	-0.162	0.159	-0.36	-0.86	0.91	0.72647	0.40574	0.38457	0.55	0.66044
7.87	-0.127	-0.322	0.213	-0.84	-1.46	1.03	0.41758	0.17213	0.32467	1.25	0.33864
11.92	-0.407	-0.231	0.58	-2.2	-0.85	2.29	0.04991	0.41144	0.04244	3.31	0.06071
11.86	0.684	-0.074	0.118	4.78	-0.35	0.6	0.00056	0.73021	0.55873	8.04	0.00399
9.6	0.893	0.712	-0.073	7.5	4.09	-0.45	1e-05	0.00175	0.66421	24.38	3e-05
7.25	0.644	0.835	-0.077	1.23	1.09	-0.11	0.24445	0.29854	0.91624	0.9	0.4717
8.24	-1.365	0.196	0.33	-4.81	0.47	0.85	0.00053	0.64618	0.41331	7.83	0.0044
10.3	-1.012	-0.523	0.065	-4.3	-1.52	0.2	0.00122	0.15598	0.84448	6.96	0.00668
6.55	-0.02	-0.064	0.038	-0.25	-0.53	0.33	0.81018	0.60967	0.74691	0.14	0.9315
9.15	0.177	-0.01	0.12	1.7	-0.06	0.84	0.11784	0.95069	0.41996	1.3	0.32352
7.02	-0.159	-0.27	0.147	-0.82	-0.96	0.56	0.42684	0.35838	0.5892	0.61	0.6229
8.17	0.051	-0.5	0.074	0.34	-2.26	0.36	0.74312	0.04524	0.7263	1.78	0.20761
8.94	0.786	-0.012	0.328	2.29	-0.02	0.7	0.04257	0.98159	0.49838	2.03	0.16685
5.75	-0.266	-0.067	0.138	-2.95	-0.51	1.13	0.01298	0.61889	0.28415	3.23	0.06413
7.18	-0.238	-0.074	0.102	-1.8	-0.39	0.57	0.09855	0.70711	0.58311	1.18	0.35995
11.06	-0.368	0.743	0.458	-1.01	1.4	0.92	0.33223	0.18837	0.37475	1.23	0.34574
9.85	0.021	-0.288	0.182	0.12	-1.13	0.76	0.90826	0.28107	0.46142	0.63	0.60806
8.75	0.111	0.087	0.217	0.55	0.3	0.79	0.5908	0.77268	0.44509	0.37	0.77478
6.2	-0.723	-0.014	-0.056	-2.43	-0.03	-0.14	0.03307	0.97445	0.89256	2.02	0.16904
6.69	-0.047	-0.525	0.089	-0.18	-1.4	0.25	0.85902	0.18985	0.80537	0.68	0.58247
5.96	-0.109	-0.329	0.053	-0.71	-1.46	0.25	0.49268	0.17165	0.80726	0.89	0.47604
7.7	-0.047	0.007	-0.097	-0.53	0.05	-0.8	0.60707	0.95866	0.43996	0.34	0.79768
6.65	-0.188	-0.369	0.232	-1.21	-1.63	1.1	0.25047	0.1308	0.29482	1.7	0.22363
5.99	0.201	-0.139	-0.217	1.79	-0.85	-1.41	0.1008	0.4137	0.18457	1.83	0.20028
6.67	0.204	-0.276	-0.058	2.31	-2.14	-0.48	0.04094	0.05546	0.64171	3.33	0.05976
6.68	-0.471	-0.257	0.033	-2.7	-1.01	0.14	0.02039	0.33484	0.89093	2.78	0.09058
5.16	-0.033	0.073	0.028	-0.48	0.72	0.29	0.64279	0.48744	0.77626	0.27	0.84724
8.77	-0.22	-0.179	0.168	-1.69	-0.94	0.94	0.11931	0.36752	0.3662	1.45	0.28171
9.45	-0.063	-0.178	0.086	-0.45	-0.86	0.44	0.66423	0.40712	0.66535	0.37	0.77775
12.32	0.833	0.393	-0.194	1.81	0.58	-0.31	0.09774	0.57088	0.7637	1.21	0.3516
12.18	0.485	0.317	-0.044	1.21	0.54	-0.08	0.25088	0.59812	0.93755	0.59	0.63544
8.41	0.095	0.05	0.07	1.02	0.37	0.55	0.3283	0.71787	0.59021	0.54	0.66562
5.96	0.144	-0.501	0.022	1	-2.39	0.11	0.33706	0.03592	0.91478	2.25	0.13931
9.69	-0.156	-0.186	0.115	-1.67	-1.36	0.89	0.12362	0.201	0.39034	1.72	0.21968
10.03	0.117	-0.138	-0.136	1.07	-0.87	-0.91	0.30543	0.40267	0.38098	0.86	0.49178
5.47	-0.049	-0.231	0.016	-0.68	-2.23	0.16	0.50795	0.04719	0.87282	1.82	0.20143
5.86	-0.236	-0.1	0.058	-3.41	-0.99	0.62	0.00579	0.34471	0.55075	4.22	0.03222
6.65	-0.156	-0.13	0.302	-2.07	-1.18	2.93	0.06201	0.26369	0.01345	4.41	0.02844
7.29	0.056	-0.12	0.086	0.56	-0.83	0.63	0.58495	0.42484	0.53918	0.49	0.69381
7.3	-0.357	-0.088	0.256	-3.65	-0.61	1.91	0.00377	0.552	0.08178	5.38	0.01569
9.57	-0.403	-0.118	-0.033	-1.88	-0.38	-0.11	0.08667	0.71374	0.91273	1.25	0.33709
8.85	0.029	-0.279	0.181	0.2	-1.32	0.92	0.8429	0.21186	0.37765	0.9	0.47386
8.56	-0.059	-0.029	-0.01	-0.56	-0.19	-0.07	0.5862	0.85178	0.94602	0.12	0.94515
10.69	-0.288	0.085	0.064	-3.06	0.62	0.5	0.01076	0.54823	0.62618	3.26	0.06282
11.3	-0.208	0.31	0.154	-2.22	2.28	1.2	0.04783	0.04369	0.25325	3.7	0.04573
12.23	-0.684	0.019	0.075	-6.05	0.11	0.48	8e-05	0.91237	0.63856	12.2	0.00077
8.24	0.029	-0.545	0.052	0.13	-1.68	0.17	0.89997	0.12032	0.8676	0.96	0.44521
10.13	-0.032	-0.263	-0.012	-0.32	-1.79	-0.09	0.75379	0.10058	0.92983	1.11	0.38669
9.39	-0.074	-0.353	0.07	-0.6	-1.97	0.42	0.55896	0.07428	0.68578	1.46	0.27902
5.58	0.037	-0.537	0.243	0.24	-2.38	1.15	0.81642	0.03626	0.27401	2.37	0.12567
5.81	-0.015	-0.23	0.132	-0.14	-1.51	0.93	0.89046	0.15797	0.37209	1.05	0.40752
8.32	-0.091	-0.134	0.216	-0.87	-0.87	1.5	0.40379	0.40154	0.16026	1.18	0.3602
9.12	-0.221	0.1	0.117	-2.19	0.68	0.84	0.05083	0.51061	0.4161	1.89	0.19001
5.56	-0.1	0.041	0.204	-1.01	0.28	1.51	0.33247	0.78166	0.15975	1.04	0.41413
7.98	-0.13	-0.284	0.09	-0.88	-1.31	0.45	0.39726	0.21561	0.66376	0.88	0.48225
5.9	-0.077	-0.096	0.001	-0.67	-0.57	0.01	0.51542	0.57925	0.99309	0.26	0.85254
5.96	-0.053	-0.156	0.09	-0.48	-0.96	0.59	0.64316	0.35723	0.56532	0.48	0.70043
8.84	0.012	-0.547	0.052	0.07	-2.24	0.23	0.9425	0.0463	0.82379	1.7	0.22464
5.85	-0.179	-0.157	0.049	-1.45	-0.88	0.29	0.17351	0.39983	0.77452	0.97	0.44189
7.96	-0.166	-0.215	0.221	-1.29	-1.15	1.27	0.22218	0.27499	0.23127	1.43	0.28496
6.66	-0.009	-0.151	0.197	-0.1	-1.17	1.63	0.92514	0.26705	0.13211	1.34	0.31191
6.83	-0.193	-0.025	0.085	-2.46	-0.22	0.79	0.0316	0.83237	0.44768	2.13	0.1538
9.11	0.296	-0.367	-0.084	3.08	-2.61	-0.64	0.01038	0.02391	0.53547	5.48	0.01484
5.21	0.184	0.018	0.004	2.31	0.16	0.04	0.04077	0.87835	0.97039	1.82	0.20176
5.93	-0.104	-0.113	0.246	-0.76	-0.56	1.32	0.46211	0.58393	0.21454	0.82	0.50994
8.63	-0.233	0.056	0.211	-2.39	0.39	1.59	0.03546	0.702	0.14033	2.58	0.10625
